Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_01x02,PinHeader_1x02_P2.54mm_Horizontal,0.005,4.375,90.0,top
J2,Conn_01x02,Solder_pad,0.0,-6.182327,0.0,top
