Comment,Designator,Footprint,LCSC
MountingHole,H2,SMA_Hermetic,
MountingHole,H1,SMA_Hermetic,
LSHM-120-02.5-L-DV-A-S-TR,U2,LSHM-120-02.5-L-DV-A-S-TR,
LSHM-120-02.5-L-DV-A-S-TR,U1,LSHM-120-02.5-L-DV-A-S-TR,
